,episode_name,userReviewsNum,storyLine,ratings_distribution,US_ratings,US_votenums,nonUS_ratings,nonUS_votenums,All_All_rating,All_All_totalVotesNum,All_<18_rating,All_<18_totalVotesNum,All_18-29_rating,All_18-29_totalVotesNum,All_30-44_rating,All_30-44_totalVotesNum,All_45+_rating,All_45+_totalVotesNum,Male_All_rating,Male_All_totalVotesNum,Male_<18_rating,Male_<18_totalVotesNum,Male_18-29_rating,Male_18-29_totalVotesNum,Male_30-44_rating,Male_30-44_totalVotesNum,Male_45+_rating,Male_45+_totalVotesNum,Female_All_rating,Female_All_totalVotesNum,Female_<18_rating,Female_<18_totalVotesNum,Female_18-29_rating,Female_18-29_totalVotesNum,Female_30-44_rating,Female_30-44_totalVotesNum,Female_45+_rating,Female_45+_totalVotesNum,keyWords
136,The Inner Circle,6,"Tensions rise and feelings are hurt when Deangelo creates an ""inner circle"" at the office--which is only composed of men.","[485, 291, 1097, 919, 346, 117, 51, 35, 24, 111]",7.6,709,7.5,1175,7.5,3476,7.2,9,7.6,820,7.5,1050,7.4,324,7.5,2023,8,5,7.6,697,7.5,913,7.3,255,7.5,321,3.5,2,7.5,107,7.2,127,8,68,"['basketball', 'reference to rango']"
137,"Dwight K. Schrute, (Acting) Manager",5,"When Jim rejects Jo's offer, Dwight becomes acting manager at the Scranton branch, but an accident could cause his tenure to be short-lived.","[1134, 1207, 947, 290, 92, 38, 12, 9, 5, 71]",8.5,762,8.5,1222,8.6,3805,8.8,9,8.7,881,8.4,1113,8.3,342,8.5,2160,9,5,8.8,751,8.4,973,8.2,261,8.5,337,5,2,8.7,111,8.1,130,8.9,79,"['reference to austin powers', 'reference to 28 days later', 'accidentally firing a gun']"
138,Search Committee,7,"Jim heads a search committee that interviews candidates, including Andy and Darryl. Dwight tries to get back in the race.","[1247, 1252, 902, 308, 107, 50, 22, 9, 8, 101]",8.6,829,8.5,1356,8.6,4006,9.1,9,8.8,931,8.5,1259,8.4,377,8.6,2350,9.4,5,8.8,799,8.5,1087,8.4,297,8.5,374,4.5,2,8.7,115,8.3,161,8.9,79,"['reference to sesame street', ""reference to 'the view' talk show""]"
139,The List,9,"New Dunder Mifflin CEO Robert California leaves a piece of paper with a line down the middle that has names of the Scranton staff on either side of it, leading everyone to try and figure out what it means.","[752, 593, 1329, 572, 180, 74, 20, 28, 12, 95]",8,785,7.9,1219,8,3655,7.7,9,8.1,851,7.9,1157,7.8,332,8,2137,8,5,8.1,722,7.9,986,7.8,257,8,364,4,2,8.3,113,7.9,159,8.2,73,"['husband wife relationship', 'husband wife kiss', 'drawing of penis', 'reference to circumcision', 'enforcer', '5 more']"
140,The Incentive,4,"After a rousing motivational speech, Robert California challenges the office to double their sales. After the new manager promises the unthinkable, everyone in the office suddenly gets motivated to sell. Meanwhile, Pam finds an unlikely pregnancy friend.","[710, 563, 1289, 519, 181, 57, 26, 15, 11, 86]",8,722,7.9,1147,8,3457,8,9,8.2,816,7.9,1054,7.8,311,8,2010,8.4,5,8.1,694,7.9,903,7.7,237,8.2,338,4.5,2,8.4,109,8,138,8.5,73,"['incentive program', 'tattoo on butt', 'tattoo']"
141,Lotto,5,"After the warehouse guys win the lotto and quit, everyone in the office dreams of what it would be like to win big. Andy and Darryl search for new warehouse employees while Jim, Erin, Dwight and Kevin get a taste of warehouse life.","[430, 184, 716, 1130, 440, 153, 59, 40, 21, 128]",7.2,716,7.1,1088,7.2,3301,7.3,9,7.3,773,7.1,1015,7.1,316,7.1,1932,7.5,5,7.3,657,7.1,875,7,241,7.3,322,3.5,2,7.5,102,7,129,7.8,74,"['lottery ticket', 'reference to michael vick', 'dog', 'warehouse', 'lottery', '4 more']"
142,Garden Party,10,"Andy decides to throw a garden party to impress Robert California. Dwight researches how to host a garden party and thinks he has made it a very classy event. Meanwhile, Andy's parents and brother attend but make him feel self-conscious.","[780, 669, 1227, 551, 172, 80, 35, 14, 14, 81]",8,739,7.9,1205,8,3623,7.8,10,8.2,857,7.9,1087,7.9,330,7.9,2073,8.1,6,8.1,721,7.8,926,7.7,249,8.2,376,7.5,2,8.4,120,8,150,8.7,80,"['reference to citizen kane', 'farm', 'garden party', 'basil', 'marmalade', '1 more']"
143,Spooked,5,"Erin is worried that she is about to get fired after she organizes a disastrous office Halloween party for Robert and his son. Meanwhile, Robert probes the minds of the employees to come up with the perfect spooky story.","[499, 254, 930, 923, 325, 117, 47, 26, 20, 101]",7.5,680,7.3,1086,7.4,3242,7.5,8,7.6,765,7.3,991,7.3,298,7.4,1894,8,5,7.5,650,7.2,852,7.2,232,7.7,309,6,1,7.8,101,7.5,128,8.1,65,"['halloween episode', 'reference to rise of the planet of the apes', ""reference to wendy's"", 'halloween party', 'halloween', '14 more']"
144,Doomsday,6,Dwight tries to help the office's efficiency by installing a Doomsday device that will get them all fired if they make too many mistakes.,"[469, 260, 997, 854, 283, 103, 45, 19, 20, 73]",7.6,643,7.4,1069,7.5,3123,7.5,7,7.6,748,7.4,944,7.4,286,7.5,1833,8,5,7.6,637,7.4,815,7.3,219,7.7,296,-,0,7.9,98,7.5,118,7.9,66,[]
145,Pam's Replacement,10,"Pregnant Pam recruits Dwight to prove that Jim finds the office's pretty new temp attractive. Meanwhile, Robert California shocks Andy, Darryl, and Kevin when he asks to join their band.","[576, 324, 1068, 816, 295, 101, 41, 31, 20, 82]",7.6,687,7.6,1139,7.6,3354,6.7,7,7.7,789,7.5,1030,7.5,315,7.6,1945,7.7,5,7.7,660,7.5,885,7.4,235,7.6,341,-,0,7.8,112,7.4,135,7.8,79,['friend']
146,Gettysburg,7,Andy (Ed Helms) decides to motivate and inspire everyone by taking them on a field trip to Gettysburg. Some people in the office stay behind and Robert California (two-time Emmy Award winner James Spader) asks them to come up with Dunder Mifflin/Sabre's next big idea.,"[426, 123, 437, 999, 713, 283, 99, 75, 42, 151]",6.9,707,6.6,1102,6.7,3348,6.7,7,6.8,786,6.6,1027,6.8,312,6.7,1959,7.2,5,6.7,673,6.6,885,6.7,239,7,319,-,0,7.2,101,6.7,131,7.7,72,"['nbc', 'bus ride', 'gettysburg', 'reference to abraham lincoln', 'reference to mary todd lincoln']"
147,Mrs. California,8,"Robert California brings his wife into the office to find her a job. Meanwhile, Dwight opens a gym in the building.","[537, 316, 995, 821, 322, 116, 45, 22, 17, 79]",7.5,674,7.5,1119,7.6,3270,7.2,7,7.7,773,7.4,1004,7.5,305,7.5,1924,7.8,5,7.7,659,7.5,867,7.4,232,7.6,312,-,0,7.9,97,7.4,128,7.8,72,[]
148,Christmas Wishes,3,"Andy tries to make this year's Christmas the best ever by granting each person's holiday wishes. Meanwhile, Robert California tries to drown his sorrows at the office party.","[593, 335, 1192, 645, 226, 73, 38, 11, 8, 74]",7.8,665,7.7,1081,7.8,3195,7.4,7,7.9,770,7.7,966,7.6,309,7.8,1882,7.5,5,7.9,659,7.7,830,7.5,239,7.8,304,-,0,8.1,96,7.5,126,8,69,"['christmas episode', 'christmas', 'christmas party', 'nbc', 'reference to black eyed peas', '1 more']"
149,Trivia,2,"When Oscar joins a trivia night contest, Andy decides to get the whole office involved. Meanwhile, Dwight visits Sabre headquarters to explore other job opportunities.","[516, 373, 1215, 694, 170, 71, 29, 19, 7, 71]",7.8,671,7.7,1068,7.8,3165,7.9,7,7.9,747,7.6,972,7.7,295,7.7,1850,8.2,5,7.9,631,7.6,839,7.6,224,7.9,309,-,0,8.1,102,7.7,122,8.1,70,"['trivia game', 'bar', 'gay bar', 'wrestling']"
150,Pool Party,4,"Robert throws a party for the Dunder Mifflin staff at his house before he puts it on the market because his divorce. At the party, Erin and Dwight agree to flirt with each other to make Andy jealous, and Jim tries in vain to duck out early.","[674, 566, 1208, 544, 227, 74, 27, 22, 15, 76]",7.8,706,7.9,1143,7.9,3433,8,7,8.1,805,7.8,1042,7.7,311,7.9,1964,8,5,8.1,677,7.8,894,7.6,233,8,346,-,0,8.3,114,7.8,137,8.2,77,"['reference to the shining', 'radio disney', 'reference to pam beesly', 'wine', 'nbc', '7 more']"
151,Jury Duty,3,"After Jim returns from jury duty, Dwight questions him on every detail of his case. Meanwhile, Angela and the senator welcome their new baby.","[456, 195, 801, 1023, 321, 115, 42, 19, 18, 98]",7.4,657,7.3,1040,7.4,3088,7.4,7,7.5,733,7.2,942,7.3,291,7.3,1800,7.5,5,7.5,622,7.2,809,7.2,222,7.6,308,-,0,8,101,7.3,122,7.9,68,[]
152,Special Project,3,"Andy puts Dwight in charge of a special project in Tallahassee, but Dwight doesn't like the team Andy's assembled for him. Meanwhile, Darryl tries to figure out the meaning of Val's Valentine's gift.","[454, 223, 1019, 854, 251, 89, 29, 15, 10, 68]",7.6,635,7.5,1025,7.5,3012,7.4,7,7.7,729,7.4,915,7.6,282,7.5,1785,7.9,5,7.6,625,7.5,796,7.5,215,7.6,279,-,0,7.9,90,7.2,110,8,66,"[""valentine's day""]"
153,Tallahassee,5,"After Dwight and his team arrive in Tallahassee, Dwight competes with his Dunder Mifflin coworkers to impress Sabre special projects president, Nellie Bertram. Back in Scranton, Andy avoids being manager when several people in the office demand raises.","[527, 360, 1153, 667, 234, 83, 29, 27, 17, 83]",7.7,663,7.7,1080,7.7,3180,7.7,7,7.8,755,7.6,963,7.6,299,7.7,1858,7.9,5,7.8,646,7.6,830,7.5,229,7.7,300,-,0,8,96,7.4,120,7.9,69,"['appendicitis', 'female stockinged feet', 'pantyhose', 'presentation']"
154,After Hours,4,"In Tallahassee, Dwight and Packer compete to become Nellie's VP, and Jim gets an unwelcome visitor in his room. Meanwhile, Andy makes everyone in the office stay late to cover for the people that went to Florida.","[678, 520, 1222, 501, 168, 71, 27, 16, 17, 78]",7.9,679,7.9,1094,8,3298,7.9,7,8.1,789,7.8,973,7.8,303,7.9,1911,8.2,5,8.1,675,7.8,843,7.7,232,7.9,308,-,0,8.3,102,7.6,118,8,70,['nbc']
155,Test the Store,3,"Dwight prepares a theatrical presentation to impress Nellie at the Sabre Store opening. In Scranton, Andy shows up to work with an embarrassing injury.","[555, 331, 1111, 699, 216, 79, 32, 21, 14, 88]",7.7,641,7.6,1061,7.7,3146,7.9,7,7.9,753,7.5,934,7.5,298,7.7,1810,7.9,5,7.9,635,7.6,801,7.5,224,7.8,313,-,0,8.1,105,7.5,120,7.7,73,"['self defense class', 'pantyhose']"
156,Last Day in Florida,4,"After Robert California reveals that he hates Nellie's business plan, Jim tries to save Dwight from being fired. Meanwhile, Andy learns that Erin isn't coming back to Scranton.","[497, 335, 1069, 712, 215, 86, 31, 21, 15, 80]",7.7,637,7.6,1034,7.7,3061,7.9,7,7.8,733,7.5,920,7.6,288,7.7,1787,7.9,5,7.8,627,7.5,792,7.6,218,7.7,294,-,0,7.9,94,7.4,116,7.9,69,"['reference to star wars', 'reference to tumblr']"
157,Get the Girl,24,"Andy makes a life altering decision and drives across the country to get Erin. Meanwhile, Nellie shows up in Scranton and tries to claim the manager position.","[406, 118, 393, 889, 696, 317, 153, 114, 96, 401]",6.5,725,6.5,1156,6.4,3583,6.5,8,6.5,826,6.4,1078,6.8,321,6.5,2032,7.4,5,6.5,704,6.3,920,6.7,243,6.8,339,-,0,7,103,6.5,143,7.3,75,"['reference to dumbo', 'couple gets back together']"
158,Welcome Party,6,"Robert makes the office throw a welcome party for Nellie, and the party planners try to sabotage it. Meanwhile, Andy and Erin practice how Andy will break up with Jessica.","[421, 117, 527, 1007, 511, 213, 71, 55, 37, 200]",7,667,6.9,1049,6.9,3159,7.1,7,7,758,6.8,952,6.9,305,6.9,1843,7.9,5,7,645,6.8,823,6.8,231,7.1,306,-,0,7.3,99,6.8,118,7.4,73,"['boyfriend girlfriend relationship', 'husband wife relationship', 'party', 'magician']"
159,Angry Andy,28,"Andy and Erin return to Dunder Mifflin, only to discover that Nellie has taken his job and office and refuses to give them up. Meanwhile, Ryan becomes jealous after Pam tries to play matchmaker for Kelly.","[472, 152, 538, 957, 511, 207, 116, 81, 85, 325]",6.9,704,6.8,1123,6.8,3444,6.7,7,6.9,821,6.8,1017,6.9,319,6.8,1977,7.2,5,6.8,698,6.8,873,6.8,244,7.2,325,-,0,7.4,105,6.9,133,7.6,72,"['boyfriend girlfriend relationship', 'boyfriend girlfriend sex', 'reference to the x men', 'horse']"
160,Fundraiser,5,Andy confronts Robert for the first time after losing the manager position and quitting his job at a fund raiser sponsored by Angela's husband.,"[400, 149, 492, 1017, 515, 167, 78, 44, 37, 141]",6.9,652,6.9,1014,6.9,3040,7,7,7,735,6.8,916,6.9,294,6.9,1781,7.8,5,7,628,6.8,787,6.8,219,7.2,302,-,0,7.5,95,7,120,7.4,74,"['reference to smokey robinson', 'reference to the beatles', 'reference to jason mraz', 'boyfriend girlfriend relationship', 'reference to cnn', '5 more']"
161,Turf War,5,"Dwight and Jim fight with the Syracuse over a client after Robert shuts down the Binghamton branch, and Andy sees an opportunity for revenge. Meanwhile Robert tries to figure out the contents of a drunken voicemail to Nellie.","[466, 216, 922, 809, 273, 109, 33, 23, 21, 82]",7.5,618,7.4,1008,7.5,2954,7.4,7,7.6,712,7.4,886,7.4,288,7.5,1726,7.9,5,7.6,610,7.4,763,7.3,217,7.5,288,-,0,7.9,91,7.3,113,7.8,69,"['nbc', 'reference to david wallace', 'husband wife relationship', 'boyfriend girlfriend relationship', 'reference to fast and furious']"
162,Free Family Portrait Studio,9,"With former CEO David Wallace's help, Andy launches a plan to get revenge on the Scranton branch. Meanwhile, Dwight launches his own plan to find out if he's the father of Angela's baby.","[522, 335, 974, 711, 260, 110, 32, 24, 15, 105]",7.5,632,7.5,1037,7.6,3088,7.5,7,7.8,749,7.4,926,7.4,281,7.5,1795,8.2,5,7.7,638,7.4,801,7.3,210,7.6,296,-,0,8,96,7.3,116,7.8,70,"['boyfriend girlfriend relationship', 'husband wife relationship', 'gay kiss']"
163,New Guys,12,"Dwight and Jim are intimidated by the office's newest additions, who are considered younger versions of themselves. Meanwhile, Andy tries to make Nellie's life miserable, and Angela tries to get rid of one of her cats.","[506, 271, 990, 887, 308, 120, 56, 31, 28, 112]",7.5,706,7.3,1082,7.5,3309,6.9,6,7.6,783,7.3,993,7.4,316,7.4,1928,7.5,5,7.6,674,7.3,857,7.3,242,7.6,312,-,0,7.9,99,7.2,122,7.8,72,"['nbc', 'husband wife relationship', 'boyfriend girlfriend relationship', 'gay affair', 'reference to david wallace', '1 more']"
164,Roy's Wedding,3,"After Roy's wedding, Jim and Pam wonder if they still have any secrets they're hiding from each other. Meanwhile, Clark tricks Erin into a ""news audition,"" and Dwight challenges Nellie's new charity initiative.","[417, 143, 574, 1135, 469, 166, 58, 41, 28, 132]",7,677,7,1048,7,3163,6.7,6,7.1,761,6.9,941,6.9,311,7,1852,7.4,5,7.1,654,6.9,803,6.9,239,7.2,308,-,0,7.5,97,7,125,7.4,70,"['reference to james franco', 'reference to rise of the planet of the apes']"
165,Andy's Ancestry,7,"Nellie plays a trick on Andy after researching his ancestry, Dwight teaches Erin a new language, and Pam tries to teach Nellie how to drive.","[441, 163, 742, 1043, 372, 137, 42, 39, 22, 116]",7.3,666,7.2,1034,7.2,3117,7.1,6,7.3,748,7.1,935,7.2,301,7.2,1827,7.5,5,7.3,645,7.1,798,7.1,233,7.4,298,-,0,7.7,94,7.1,125,7.7,66,"['reference to michelle obama', 'reference to star trek', 'reference to game of thrones']"
166,Work Bus,5,"When Jim convinces Dwight that the building is unsafe, Dwight rents a bus and sets up the office inside. Nellie asks for Andy's help in adopting a baby. Meanwhile, Jim tries to make Pam happy with some pie.","[644, 378, 1113, 654, 245, 91, 39, 25, 25, 96]",7.7,699,7.5,1065,7.7,3310,8,7,7.9,794,7.5,962,7.5,311,7.6,1905,8.4,6,7.8,684,7.4,823,7.4,238,7.8,312,-,0,8.1,97,7.6,126,7.7,71,"['reference to saturday night live', 'husband wife relationship', 'boyfriend girlfriend relationship', 'bus', 'pie', '1 more']"
167,Here Comes Treble,7,"It's Halloween in the office and Andy invites his college a cappella group to perform, which leads to a confrontation with his frenemy Broccoli Rob. Meanwhile, Dwight finds evidence that a madman is loose in the office and tries to track him down, and the first meeting of Jim's new job causes a fight with Pam.","[463, 128, 483, 1036, 523, 245, 99, 62, 36, 149]",6.9,702,6.8,1043,6.8,3224,6.7,6,6.9,772,6.7,955,6.8,312,6.8,1879,7.4,5,6.9,669,6.7,825,6.7,237,7.1,300,-,0,7.4,94,6.8,116,7.5,73,"['halloween episode', 'reference to marvel', 'reference to marvel cinematic universe', 'reference to iron man 2', 'reference to black widow', '16 more']"
168,The Boat,6,"Andy must man up when his Dad blows all the family money. When Dwight is interviewed on local radio, Jim and the office torture him with bizarre call-ins. Meanwhile, Kevin discovers a secret about Oscar, and struggles to keep it, while Oscar's fate hangs in the balance.","[535, 347, 988, 770, 240, 107, 53, 20, 14, 97]",7.5,653,7.5,1040,7.6,3171,7.2,7,7.7,777,7.5,920,7.4,287,7.6,1833,7.6,6,7.7,668,7.5,787,7.3,219,7.6,301,-,0,7.7,97,7.3,122,8,66,"['husband wife relationship', 'boyfriend girlfriend relationship', 'reference to david wallace', 'boat']"
169,The Whale,5,"The office trains Dwight to sell to a female client without being offensive, only to discover that the client is Jan Levinson. Angela and Oscar both think the senator is cheating on them, and Jim has trouble on an important conference call.","[450, 253, 935, 846, 283, 95, 39, 24, 7, 99]",7.5,646,7.4,1009,7.5,3031,7.5,6,7.6,742,7.3,892,7.4,288,7.4,1768,8,5,7.6,636,7.3,768,7.3,218,7.6,292,-,0,7.9,95,7.3,111,8,68,"['reference to pulp fiction', 'reference to dirty dancing', 'reference to patrick swayze', 'reference to david wallace', 'reference to skype', '6 more']"
170,The Target,8,"Angela orders a hit on Oscar for cheating with her husband, the office makes a tower with their customer complaint cards, Jim wines and dines Stanley and Phyllis in exchange for a favor, and Pam begins her mural.","[553, 390, 1088, 693, 210, 74, 34, 27, 11, 90]",7.6,665,7.7,1054,7.7,3170,7.6,6,7.9,791,7.5,921,7.6,293,7.7,1836,7.9,5,7.9,673,7.5,789,7.5,221,7.9,309,-,0,8.2,102,7.5,119,8.2,69,"['gay affair', 'reference to andy bernard', 'reference to david wallace', '2010s']"
171,Dwight Christmas,5,"Dwight puts together a Pennsylvania Dutch-themed office Christmas party, but he ends it abruptly because Jim has to leave for his other job. Meanwhile, Erin seeks comfort from a co-worker after a disappointing text from Andy.","[1003, 798, 1005, 439, 148, 57, 20, 15, 16, 80]",8.2,720,8.1,1128,8.2,3581,8.6,6,8.4,877,8,1006,7.8,317,8.2,2014,8.8,5,8.4,740,8,862,7.7,241,8.4,345,-,0,8.7,115,8.1,132,8.5,74,"['christmas episode', 'christmas', 'reference to die hard', 'reference to the matrix', ""reference to it's a wonderful life"", '3 more']"
172,Lice,4,"Pam causes a lice outbreak but lets Meredith take the blame, Jim has a business meeting with Dr. J, and some coworkers try to get Darryl and Val back together.","[501, 278, 977, 816, 273, 101, 47, 29, 23, 94]",7.6,658,7.4,1022,7.5,3139,7.8,6,7.7,768,7.3,911,7.6,294,7.5,1804,8.4,5,7.6,661,7.3,775,7.5,221,7.8,309,-,0,8.1,96,7.4,125,8.2,71,"['lice', 'quarantine', 'mayonnaise', 'hazmat suit', 'shaving head', '7 more']"
173,Suit Warehouse,5,"Dwight and Clark pose as father and son to get an account, Darryl goes for an interview with Jim's new business, and everybody in the office goes crazy over a new espresso machine.","[531, 296, 1113, 691, 212, 72, 46, 21, 14, 86]",7.7,645,7.6,1004,7.7,3082,8,6,7.8,752,7.6,895,7.6,293,7.7,1789,8.4,5,7.8,654,7.6,766,7.5,224,7.8,290,-,0,7.9,88,7.6,116,8.1,67,"['espresso machine', 'pen', 'espresso', 'wig', 'aquarium', '1 more']"
174,Customer Loyalty,5,"Dwight learns that Darryl is working at Jim's company. Dwight decides to teach everyone about company loyalty. Erin is flirting with Pete, and Nellie feels she is the one that pushed them together. Cece has a dance recital and Jim misses it.","[607, 388, 1067, 615, 220, 86, 46, 23, 21, 103]",7.8,658,7.7,1036,7.8,3176,7.3,6,7.9,782,7.6,912,7.6,303,7.8,1843,8,5,7.9,675,7.7,787,7.5,229,7.8,300,-,0,8.1,98,7.5,114,8.1,72,"['wig', 'ballet']"
175,Junior Salesman,4,Dwight gets to hire a new salesman to replace Jim when he is at his other job. But will he promote Clark or go with one of his unqualified friends instead?,"[436, 217, 899, 850, 286, 122, 49, 23, 20, 95]",7.4,619,7.3,998,7.4,2997,7.2,6,7.5,733,7.3,879,7.3,287,7.4,1747,7.9,5,7.5,628,7.3,758,7.2,218,7.6,286,-,0,7.8,95,7.3,109,7.9,67,"['reference to roald dahl', 'reference to x men', 'wig']"
176,Vandalism,4,"Darryl works more at Jim's company and finds out Jim is sloppy. Pam's mural gets vandalized so Dwight and Nellie try to find the vandal. Brian, the boom operator, gets fired for coming to Pam's defense. Angela and Robert host a party; Oscar is invited.","[438, 180, 779, 922, 310, 138, 61, 37, 31, 117]",7.4,640,7.2,989,7.3,3013,6.8,6,7.5,732,7.2,893,7.2,282,7.3,1754,7.8,5,7.4,633,7.2,765,7.1,215,7.6,288,-,0,7.8,91,7.3,116,7.8,65,"['reference to google', 'vandalism', 'wig']"
177,Couples Discount,13,"Andy returns after three months to an angry office and an even angrier girlfriend, and Jim's Valentines Day with Pam does not go as planned.","[417, 156, 640, 963, 409, 164, 78, 36, 43, 162]",7.2,649,7.1,1014,7.1,3068,5.7,6,7.2,750,7.1,900,7.1,292,7.1,1779,6,5,7.1,646,7.1,770,7,223,7.5,294,-,0,7.7,94,7.2,118,7.7,67,"['reference to zooey deschanel', 'new girl', ""valentine's day episode"", 'wig', ""valentine's day""]"
178,Moving On,12,"Andy finds out that Erin dumped him for Pete, Dwight gets Angela's help taking care of his aunt, and Pam interviews with a real estate firm whose boss is a carbon-copy of Michael Scott.","[699, 519, 1114, 535, 185, 76, 47, 24, 31, 95]",7.9,679,7.8,1082,7.9,3325,7.1,6,8.1,798,7.8,971,7.7,312,7.9,1915,7.5,5,8.1,687,7.8,830,7.6,237,7.9,319,-,0,8.2,99,7.4,129,8.2,73,"['reference to a clockwork orange', 'reference to casablanca', 'reference to michael scott', 'wig', 'guitar', '5 more']"
179,The Farm,15,Show follows Dwight Schrute a beet farmer running a bed and breakfast inn.,"[673, 343, 836, 851, 335, 151, 77, 44, 36, 148]",7.3,732,7.3,1086,7.4,3494,7.4,7,7.5,820,7.2,1021,7.3,328,7.3,2015,7.5,6,7.5,704,7.2,880,7.1,250,7.7,325,-,0,7.9,99,7.2,130,8.1,73,"['farm', 'funeral', 'cupcake', 'chicken', 'goat']"
180,Promos,6,"The release of the documentary promos creates tension for the Dunder Mifflin employees, Dwight considers a business venture with his girlfriend's family, and Jim and Darryl have an awkward business meeting with baseball player Ryan Howard.","[620, 370, 1106, 616, 170, 68, 38, 12, 10, 82]",7.9,629,7.7,1014,7.8,3092,7.9,6,7.9,756,7.7,888,7.7,289,7.8,1785,8.2,5,8,657,7.7,767,7.6,216,7.9,284,-,0,8,88,7.7,110,8.4,71,"['nbc', 'reference to ryan howard', 'reference to fifty shades of grey', 'reference to michael scott', 'tractor', '1 more']"
181,Stairmageddon,5,"The staff uses the steps when the elevator is being fixed. Documentary reviews are released, hinting at a sex scandal. The senator tells the press he is gay and his chief of staff is his love. Pam & Jim have a marriage counselor appointment.","[692, 446, 1079, 588, 186, 65, 30, 17, 15, 78]",7.9,644,7.7,1039,7.9,3196,7.9,6,8,777,7.7,911,7.7,291,7.8,1823,8.2,5,8,669,7.7,790,7.5,215,8,295,-,0,8,96,7.7,111,8.6,73,"['episode title spoken by character', 'stairs', 'tranquilizer dart', 'tranquilizer gun', 'shot with a tranquilizer dart', '10 more']"
182,Paper Airplane,14,"The employees hold a paper airplane competition, in which Dwight purposefully aligns himself against Angela. The point being so he can lose and surrender the winnings to her in order to curb her misfortune. Andy gets an acting role in a workplace safety video despite not being qualified. Jim and Pam's marriage tensions continue to build and they share an awkward but loving moment as Jim leaves for Philadelphia.","[747, 441, 1140, 554, 185, 66, 36, 20, 16, 81]",7.9,654,7.7,1048,7.9,3286,7.6,6,8.1,797,7.7,923,7.7,300,7.8,1866,8.2,5,8,685,7.7,797,7.6,225,8.1,304,-,0,8.4,97,7.7,115,8.4,73,"['paper airplane', 'eyepatch', 'hug', 'kiss']"
183,Livin' the Dream,14,"Dwight becomes regional manager after Andy quits his job, Jim dedicates more time to his Dunder Mifflin job to save his marriage, and Angela has problems with her new living arrangements after her breakup with The Senator.","[2381, 1325, 650, 218, 80, 30, 12, 9, 12, 113]",8.8,812,8.8,1406,9,4830,9.1,12,9.2,1151,8.7,1230,8.6,347,8.9,2564,9.4,8,9.2,997,8.8,1057,8.5,263,8.8,387,9,1,9.1,126,8.5,153,9.1,81,"['nbc', 'husband wife relationship', 'karate', 'reference to michael scott', 'singing', '2 more']"
184,A.A.R.M.,7,"Dwight prepares for a marriage proposal and hires an assistant for his assistant, Andy auditions for a singing program, Darryl tries to leave his job without a fuss, and Pam has second thoughts about Jim staying in Scranton.","[4414, 1126, 425, 148, 57, 31, 18, 7, 12, 183]",9.3,1070,9.3,1789,9.4,6421,9.9,13,9.6,1572,9.2,1585,9,423,9.4,3320,9.8,10,9.6,1324,9.2,1326,9,316,9.4,584,10,1,9.6,198,9.2,235,9.3,101,"['nbc', 'marriage proposal', 'husband wife relationship', 'reference to michael scott', 'reference to aaron rodgers', '4 more']"
185,Finale,100,"One year later, Dunder Mifflin employees past and present reunite for a panel discussion about the documentary and to attend Dwight and Angela's wedding.","[14073, 1094, 506, 219, 93, 71, 32, 31, 55, 340]",9.7,2469,9.7,4287,9.8,16514,9.4,37,9.9,4050,9.6,4005,9.4,805,9.8,8386,9.7,21,9.9,3388,9.6,3295,9.4,595,9.8,1549,7.8,13,9.9,536,9.7,655,9.3,204,"['finale', 'series finale', 'reference to harry potter', 'bazooka', 'bachelor party', '14 more']"
